product_title,category_label
hp intel xeon quad core e5506 2.13ghz fio kit 2.13ghz 4mb l2 processor,CPUs
hp intel xeon quad core e5506 2.13ghz fio kit 2.13ghz 4mb l2,CPUs
hp intel xeon quad core e5506 2.13ghz fio kit 2.13ghz 4mb l2,CPUs
hp xeon dual core e3110 3.0ghz fio kit 3ghz 6mb l2 processor,CPUs
hp xeon dual core e3110 3.0ghz fio kit 3ghz 6mb l2 processor,CPUs
hp amd opteron quad core 2376 he 2.3ghz fio kit 2.3ghz 8mb l2,CPU
hp amd opteron quad core 2376 he 2.3ghz fio kit 2.3ghz 8mb l2,CPUs
hp amd opteron quad core 2376 he 2.3ghz fio kit 2.3ghz 8mb l2,CPUs
hp amd opteron six core 2427 2.2ghz fio kit 2.2ghz 6mb l3 processor,CPUs
hp amd opteron six core 2427 2.2ghz fio kit 2.2ghz 6mb l3 processor,CPUs
hp amd opteron quad core 2378 2.4ghz fio kit 2.4ghz 8mb l2 processor,CPUs
hp amd opteron quad core 2378 2.4ghz fio kit 2.4ghz 8mb l2 processor,CPUs
hp amd opteron six core 2427 2.2ghz fio kit 2.2ghz 6mb l3 processor,CPUs
hp amd opteron six core 2427 2.2ghz fio kit 2.2ghz 6mb l3 processor,CPUs
hp intel xeon quad core e5506 2.13ghz fio kit 2.13ghz 4mb l2,CPU
hp intel xeon quad core e5506 2.13ghz fio kit 2.13ghz 4mb l2,CPUs
hp intel xeon quad core e5506 2.13ghz fio kit 2.13ghz 4mb l2,CPUs
hp intel xeon quad core e5506 2.13ghz fio kit 2.13ghz 4mb l2,CPUs
hp xeon dual core e3110 3.0ghz fio kit 3ghz 6mb l2 processor,CPUs
hp xeon dual core e3110 3.0ghz fio kit 3ghz 6mb l2 processor,CPUs
hp intel xeon quad core e5506 2.13ghz fio kit 2.13ghz 4mb l2,CPUs
hp intel xeon quad core e5506 2.13ghz fio kit 2.13ghz 4mb l2,CPUs
hp amd opteron six core 2427 2.2ghz fio kit 2.2ghz 6mb l3 processor,CPUs
hp amd opteron six core 2427 2.2ghz fio kit 2.2ghz 6mb l3 processor,CPUs
hp amd opteron quad core 2352 2.1ghz fio kit 2.1ghz 4mb l2 processor,CPUs
hp amd opteron quad core 2352 2.1ghz fio kit 2.1ghz 4mb l2 processor,CPUs
hp amd opteron quad core 2376 he 2.3ghz fio kit 2.3ghz 6mb l3,CPUs
hp amd opteron quad core 2376 he 2.3ghz fio kit 2.3ghz 6mb l3,CPUs
hp amd opteron quad core 2378 2.4ghz fio kit 2.4ghz 8mb l2 processor,CPUs
hp amd opteron quad core 2378 2.4ghz fio kit 2.4ghz 8mb l2 processor,CPUs
hp amd opteron six core 2427 2.2ghz fio kit 2.2ghz 6mb l3 processor,CPUs
intel xeon w5580 processor 3.2 ghz 8 mb smart cache,CPUs
intel xeon w5580 processor 3.2 ghz 8 mb smart cache,CPUs
intel xeon x3450 processor 2.66 ghz 8 mb smart cache,CPUs
intel xeon x3450 processor 2.66 ghz 8 mb smart cache,CPUs
intel xeon x3330 processor 2.66 ghz 6 mb l2,CPUs
intel xeon x3330 processor 2.66 ghz 6 mb l2,CPUs
intel pentium g6950 processor 2.8 ghz box 3 mb smart cache,CPUs
intel pentium g6950 processor 2.8 ghz box 3 mb smart cache,CPUs
hewlett packard enterprise intel xeon l5530 2.40ghz 2.4ghz 8mb l3 processor,CPUs
hewlett packard enterprise intel xeon x5560 2.80ghz 2.8ghz 8mb l3,CPUs
hewlett packard enterprise intel xeon x5560 2.80ghz 2.8ghz 8mb l3,CPUs
hewlett packard enterprise 583133 b21 2.4ghz 8mb l3 processor,CPUs
hewlett packard enterprise intel xeon l5530 2.40ghz 2.4ghz 8mb l3 processor,CPUs
hewlett packard enterprise intel xeon l5530 2.40ghz 2.4ghz 8mb l3,CPUs
hewlett packard enterprise intel xeon l5530 2.40ghz 2.4ghz 8mb l3 processor,CPUs
intel xeon x3450 processor 2.66 ghz box 8 mb l3,CPUs
hp intel xeon e5310 dl140g3 fio base 1.6ghz 8mb l2 processor,CPUs
hp intel xeon e5310 dl140g3 fio base 1.6ghz 8mb l2 processor,CPUs
hp 430819 l21 2.6ghz 4mb l2 processor,CPUs
hp 430819 l21 2.6ghz 4mb l2 processor,CPUs
hp intel xeon quad core e5310 1.60ghz 1066 fsb 80 w option kit,CPUs
hp intel xeon quad core e5310 1.60ghz 1066 fsb 80 w option kit,CPUs
hp intel xeon dual core 5120 1.86 ghz 1066 mhz fsb 65 w option,CPUs
hp intel xeon dual core 5120 1.86 ghz 1066 mhz fsb 65 w option,CPUs
hewlett packard enterprise intel xeon e5520 2.26ghz 8mb l3 processor,CPUs
hewlett packard enterprise intel xeon e5520 2.26ghz 8mb l3 processor,CPUs
hp amd opteron 2214 he 2.2ghz 2mb l2 processor,CPUs
hp amd opteron 2214 he 2.2ghz 2mb l2 processor,CPUs
hp intel xeon e5506 2.13ghz box processor,CPUs
hp intel xeon e5506 2.13ghz box processor,CPUs
hp intel xeon quad core l5410 2.33ghz fio kit 2.33ghz 12mb l2,CPUs
hp intel xeon quad core l5410 2.33ghz fio kit 2.33ghz 12mb l2,CPUs
hp intel xeon quad core x5450 3ghz 12mb l2 processor,CPUs
hp intel xeon quad core x5450 3ghz 12mb l2 processor,CPUs
hp amd opteron dual core 8216 2.4ghz 1mb l2 processor,CPUs
hp amd opteron dual core 8216 2.4ghz 1mb l2 processor,CPUs
hp amd opteron dual core 2220 2.80ghz upgrade 2.8ghz 2mb l2 processor,CPUs
hp amd opteron dual core 2220 2.80ghz upgrade 2.8ghz 2mb l2 processor,CPUs
hp amd opteron dual core 2220 2.80ghz upgrade 2.8ghz 2mb l2 processor,CPUs
hp amd opteron dual core 2220 2.80ghz upgrade 2.8ghz 2mb l2 processor,CPUs
hp amd opteron 8220 2.8ghz 2mb l2 processor,CPUs
hp amd opteron 8220 2.8ghz 2mb l2 processor,CPUs
hp intel xeon quad core l5410 2.33ghz fio kit 2.33ghz 12mb l2,CPUs
hp intel xeon quad core l5410 2.33ghz fio kit 2.33ghz 12mb l2,CPUs
hp amd opteron 8218 2.6 ghz 1 mb dual core processor 2p option kit,CPUs
hp amd opteron 8218 2.6 ghz 1 mb dual core processor 2p option kit,CPUs
hp intel xeon quad core l5410 2.33ghz fio kit 2.33ghz 12mb l2,CPUs
hp intel xeon quad core l5410 2.33ghz fio kit 2.33ghz 12mb l2,CPUs
hp intel xeon e5530 2.40ghz 8mb 1066mhz 5.86 gt/s qpi 80w 2.4ghz,CPUs
hp intel xeon e5530 2.40ghz 8mb 1066mhz 5.86 gt/s qpi 80w 2.4ghz,CPUs
hp intel xeon e5540 2.53ghz 8mb l3 processor,CPUs
hp intel xeon e5540 2.53ghz 8mb l3 processor,CPU
hp intel xeon x5550 2.66ghz 8mb l3 processor,CPUs
hp intel xeon x5550 2.66ghz 8mb l3 processor,CPUs
hewlett packard enterprise xeon e5520 2.26ghz 8mb l3 box processor,CPUs
hewlett packard enterprise xeon e5520 2.26ghz 8mb l3 box processor,CPUs
hewlett packard enterprise xeon e5540 2.53ghz 8mb l3 box processor,CPUs
hewlett packard enterprise xeon e5530 2.4ghz 8mb l3 box processor,CPUs
hewlett packard enterprise intel xeon e5520 2.26ghz quad core 80 w,CPU
hewlett packard enterprise xeon e5530 2.4ghz 8mb l3 box processor,CPUs
hewlett packard enterprise xeon e5530 2.4ghz 8mb l3 box processor,CPUs
hewlett packard enterprise xeon l5520 2.26ghz 8mb l3 box processor,CPUs
hewlett packard enterprise xeon l5520 2.26ghz 8mb l3 box processor,CPUs
hewlett packard enterprise xeon x5550 2.66ghz 8mb l3 box processor,CPUs
hewlett packard enterprise xeon x5550 2.66ghz 8mb l3 box processor,CPUs
hewlett packard enterprise xeon x5550 2.66ghz 8mb l3 box processor,CPUs
hewlett packard enterprise xeon e5520 2.26ghz 8mb l3 box processor,CPUs
hewlett packard enterprise intel xeon x5550 2.66ghz box processor,CPU
hewlett packard enterprise intel xeon x5550 2.66ghz box processor,CPUs
hewlett packard enterprise intel xeon l5506 2.13ghz 8mb l3 box processor,CPUs
intel core 2 quad q8400 2.66ghz socket 775 1333fsb 4mb l2 cache 3 year manufacturer warranty retail inc fan h/sink yorkfield core,CPUs
intel core 2 quad processor q8400 4m cache 2.66 ghz 1333 mhz fsb 4mb l2 box,CPUs
hewlett packard enterprise 509319 b21 2.93ghz 8mb l3 processor,CPUs
intel xeon w5580 processor 3.2 ghz box 8 mb l2,CPUs
intel xeon w5580 processor 3.2 ghz box 8 mb l2,CPUs
hp amd opteron 8384 2.7ghz 6mb l3 processor,CPUs
hp amd opteron 8384 2.7ghz 6mb l3 processor,CPUs
hewlett packard enterprise amd opteron 8380 2.5ghz 6mb l3 processor,CPUs
hewlett packard enterprise amd opteron 8380 2.5ghz 6mb l3 processor,CPUs
intel celeron e1500 2.2 ghz 2 cores 512 kb cache lga775 socket box,CPUs
intel core i7 920 2.66 ghz 4 cores 8 threads 8 mb cache lga1366 socket box,CPUs
intel i7 920 bloomfield quad core processor 2.66 ghz 8mb l3 cache 1333mhz fsb socket 1366 45 nm 3 year warranty retail boxed,CPUs
amd opteron quad 8350 2ghz 2mb l3 processor,CPUs
amd opteron quad 8350 2ghz 2mb l3 processor,CPUs
intel x3330 processor 2.66 ghz box 6 mb l2,CPUs
hp intel xeon quad core l5410 2.33ghz 12mb l2 box processor,CPUs
hp intel xeon quad core l5410 2.33ghz 12mb l2 box processor,CPUs
hp amd opteron 2352 2.10ghz fio kit 2.1ghz 2mb l3 processor,CPU
hp amd opteron 2352 2.10ghz fio kit 2.1ghz 2mb l3 processor,CPUs
hp amd opteron quad core 2354 2.2ghz fio kit 2.2ghz 2mb l3 processor,CPUs
hp amd opteron quad core 2354 2.2ghz fio kit 2.2ghz 2mb l3 processor,CPUs
intel core 2 quad q9650 3 ghz 4 cores 12 mb cache lga775 socket box,CPUs
hp intel xeon quad core e7340 2.40ghz fio kit 2.4ghz 8mb l2 processor,CPUs
hp intel xeon quad core e7340 2.40ghz fio kit 2.4ghz 8mb l2 processor,CPUs
hp intel xeon quad core e7340 2.40ghz fio kit 2.4ghz 8mb l2 processor,CPUs
hp intel xeon quad core e7340 2.40ghz fio kit 2.4ghz 8mb l2 processor,CPUs
hp intel xeon quad core x7350 2.93ghz fio kit 2.93ghz 8mb l2 processor,CPUs
hp intel xeon quad core x7350 2.93ghz fio kit 2.93ghz 8mb l2 processor,CPUs
hp intel xeon l5410 2.33ghz 12mb l2 processor,CPUs
hp intel xeon l5410 2.33ghz 12mb l2 processor,CPUs
hp amd opteron 2356 dl365g5 fio kit 2.3ghz 2mb l3 processor,CPUs
hp amd opteron 2356 dl365g5 fio kit 2.3ghz 2mb l3 processor,CPUs
hp proliant dl380 intel xeon dual core processor 5110 1.60,CPUs
hp proliant dl380 intel xeon dual core processor 5110 1.60,CPUs
intel xeon e7340 processor 2.4 ghz box 8 mb l2,CPUs
hewlett packard enterprise intel xeon e7340 2.4ghz 8mb l2 processor,CPUs
hewlett packard enterprise amd opteron 2356 2.3ghz 2mb l2 processor,CPUs
hp opteron 2356quad core processor for dl365g5kit 2.3ghz 2mb cache socket f,CPUs
hewlett packard enterprise amd opteron 2356 2.3ghz 2mb l2 processor,CPUs
hewlett packard enterprise 448192 b21 2.2ghz 2mb l3 processor,CPUs
hewlett packard enterprise 448192 b21 2.2ghz 2mb l3 processor,CPUs
hewlett packard enterprise 448192 b21 2.2ghz 2mb l3 processor,CPUs
hp amd opteron 2352 2.1ghz average cpu pwr quad core bl465c,CPUs
hp amd opteron 2352 2.1ghz average cpu pwr quad core bl465c,CPUs
hp amd opteron 8354 2.2ghz 2mb l3 processor,CPUs
hp amd opteron 8354 2.2ghz 2mb l3 processor,CPUs
hewlett packard enterprise amd opteron 2352 2.1ghz 2mb l3 processor,CPUs
hewlett packard enterprise amd opteron 2352 2.1ghz 2mb l3 processor,CPUs
hewlett packard enterprise amd opteron 2352 2.1ghz 2mb l3 processor,CPUs
hp intel xeon l5410 2.33ghz 12mb l2 processor,CPUs
intel core e8400 processor 3 ghz box 6 mb l2,CPUs
intel cpu core 2 duo e8400 3.0ghz 1333fsb lga775 wolfdale 1333fsb 6mb cache retail retail inc.fan 3yr manufacturers warranty,CPUs
intel bx80570core 2duo processor e84006mb l2cache 3ghz,CPUs
intel xeon 3050 processor 2.13 ghz 2 mb l2,CPUs
hp amd opteron 2214 he 2.2ghz 1mb l2 processor,CPU
hewlett packard enterprise intel xeon e5310 1.6ghz quad core 8mb,CPUs
hewlett packard enterprise intel xeon e5310 1.6ghz quad core 8mb dl360g5 processor option kit processor,CPUs
intel 3050 processor 2.13 ghz box 2 mb l2,CPUs
intel 3050 processor 2.13 ghz box 2 mb l2,CPUs
intel pentium 725 processor 1.6 ghz box 2 mb l2,CPUs
hewlett packard enterprise intel xeon 5080 3.73ghz dual core 2x2mb ml370g5 processor option kit processor,CPUs
amd 8216 opteron processor,CPUs
hp 187782 001 0.866ghz 0.256mb l2 processor,CPUs
hp 187782 001 0.866ghz 0.256mb l2 processor,CPUs
xeon 5110 1.6ghz fsb1066,CPUs
intel xeon 5110 processor 1.6 ghz box 4 mb l2,CPUs
intel pentium 4 3 ghz socket 478 box,CPUs
intel pentium 4 bx80546pg3000e single core 1 core 3 ghz processor,CPUs
intel celeron 335 processor 2.8 ghz box 0.256 mb l2,CPUs
intel celeron 335 processor 2.8 ghz box 0.256 mb l2,CPUs
amd a series a6 6420k black edition amd a6 4 ghz socket fm2 pc 3,CPUs
amd a10 7700k black edition 3.5ghz socket fm2 apu 4mb cache retail boxed processor ad770kxbjabox,CPUs
intel celeron g1610 2.60ghz socket 1155 2mb l3 cache processor with fan and heatsink retail 3yr warr,CPUs
amd athlon 64 3000 venice core 64 bit 512k l2 cache retail inc.fan skt 939 3 yr.warr. processor,CPUs
fx 63003.5ghz 14mb 95w,CPUs
amd fx 6300 3.5ghz 1mb l2 processor,CPUs
amd am2 athlon 64 3500 orleans core socket am2 940 pin 3yr warranty inc fan heatsink retail boxed cpu,CPUs
amd athlon 64 x2 dual core 4400 512k cache per core 2.2ghz socket 939 processor oem,CPUs
amd fx 4300 fx. processor family amd fx processor frequency 3.8 g,CPUs
intel core i5 3570 3.4ghz socket 1155 6mb cache cpu processor with fan and heatsink retail 3yr warr,CPUs
intel pentium g2120 3.10ghz socket 1155 ivy bridge 3mb cache retail boxed dual core processor with fan and heatsink retail 3yr warr,CPUs
intel core i5 3350p 3.10ghz socket 1155 6mb l3 cache retail boxed processor with fan and heatsink,CPUs
intel core i3 3220 3.30ghz socket 1155 ivy bridge 3mb l3 cache retail boxed dual core processor with fan and heatsink retail 3yr warr,CPUs
amd ryzen threadripper 2950x 3.5ghz 32mb l3 box processor,CPUs
amd ryzen threadripper 2950x 16 core processor,CPUs
amd ryzen threadripper 2950x 3.5ghz 32mb l3 box processor,CPUs
intel xeon phi coprocessor 7250 1.4 ghz 68 core 34 mb cache lga3647 socket oem,CPUs
intel xeon phi coprocessor 7210 1.3 ghz 64 core 32 mb cache lga3647 socket oem,CPUs
intel xeon phi 72101 30ghz tray cpu lga3647116gb,CPUs
intel xeon phi coprocessor 7230 1.3 ghz 64 core 32 mb cache lga3647 socket oem,CPUs
intel xeon phi 72301 30ghz tray cpu lga3647116gb,CPUs
intel xeon phi coprocessor 7290 1.5 ghz 72 core 36 mb cache oem,CPUs
intel celeron g4920 3.2 ghz 2 cores 2 threads 2 mb cache lga1151 socket oem,CPUs
intel celeron g4920 dual core 2 core 3.20 ghz processor,CPUs
amd ryzen 7 pro 1700x 3.4 ghz 8 core 16 threads 16 mb cache socket am4 oem,CPUs
intel 12 core xeon gold 6146 server/workstation cpu/processor,CPUs
ryzen 7 2700x processor,CPUs
intel quad core xeon w 2123 workstation cpu/processor,CPUs
intel xeon w 2135 processor 3.70 ghz 8.3 mb,CPUs
intel xeon 4110 processor 2.10 ghz 11 mb l3,CPUs
intel xeon 6140 processor 2.30 ghz 24.8 mb l3,CPUs
intel xeon 3106 processor 1.70 ghz 11 mb l3,CPUs
intel xeon 6152 processor 2.10 ghz 30.25 mb l3,CPUs
intel xeon e3 1240 e3 3 7 ghz skt 1151 kaby lake xeon processor v6 8m cache 3.70 cm8067702870649,CPUs
amd fd6100wmgubox fx 6100 3.3/3.9 ghz 95w 8mb l3 cache am3,CPUs
amd bulldozer fx 6 6100 black edition 6 core 3.3ghz socket am3 8mb l3 cache orochi core retail boxed inc fan heatsink processor,CPUs
amd fd832ewmhkbox black edition 8 core cpu,CPUs
amd fd832ewmhkbox black edition 8 core cpu,CPUs
intel xeon e3 1220 e3 3 ghz skt 1151 kaby lake xeon processor v6 8m cache cm8067702870812,CPUs
intel core i7 6800k 3.4 ghz 6 core 12 threads 15 mb cache speicher lga2011 v3 socket oem cm8067102056201,CPUs
amd 3350 he opteron. processor family amd opteron processor freque,CPUs
intel xeon e5 2697av4 2.6 ghz 16 kern 32 threads 40 mb cache speicher lga2011 v3 socket oem cm8066002645900,CPUs
intel xeon e5 2695v4 2.1 ghz 18 core 36 threads 45 mb cache speicher fclga2011 v3 socket oem cm8066002023801,CPUs
2 power 2p n156b3 l0brev.c1 notebook spare part display,CPUs
datalogic powerscan pbt9500 handheld 1d/2d photo diode black yellow,CPUs
intel xeon e5 2440v2 cpu 1.9ghz 8 core 16 threads 20mb cache lga1356 socket box,CPUs
intel core i5 i5 6400 quad core 4 core 2.70 ghz processor,CPUs
intel core i5 i5 6500 quad core 4 core 3.20 ghz processor,CPUs
intel core i5 i5 6600 quad core 4 core 3.30 ghz processor,CPUs
intel xeon e5506 processor 2.13 ghz box 4 mb l2,CPUs
intel core i3 4170 3.7 ghz 2 cores 4 threads 3 mb cache lga1150 socket oem,CPUs
intel core i7 5775c processor 6m cache up to 3.70 ghz,CPUs
intel pentium g3260 3.3 ghz 2 cores 2 threads 3 mb cache lga1150 socket box,CPUs
intel core i7 4790k 4 ghz 4 cores 8 threads 8 mb cache lga1150 socket box,CPUs
intel xeon e5 2640 2.6 ghz 8 core 16 threads 20 mb cache speicher lga2011 v3 socket cm8064401830901,CPUs
intel xeon processor e5 2690 v3 30m cache 2.60 ghz 2.6ghz 30mb l3,CPUs
intel xeon e5 2690v3 2.6 ghz 12 kern 24 threads 30 mb cache speicher lga2011 v3 socket oem cm8064401439416,CPUs
intel core i7 5820k 3.3 ghz 6 core 12 threads 15 mb cache lga2011 v3 socket oem,CPUs
amd a8 7600 kaveri quad core 3.1ghz socket fm2 65w processor radeon r7 series ad7600ybjabox,CPUs
amd a10 7800 3.5ghz socket fm2 4mb l2 cache retail boxed processor ad7800ybjabox,CPUs
intel pentium g3250 3.20ghz socket 1150 3mb l3 cache retail boxed processor,CPUs
intel core i5 4690k haswell quad core 3.5ghz lga 1150 retail desktop processor bx80646i54690k,CPUs
core i5 4690k 3.50ghz,CPUs
intel pentium dual core g3240 3.10ghz socket 1150 3mb l3 cache retail boxed processor,CPUs
intel celeron g1840 2.80ghz socket 1150 2mb l3 cache retail boxed processor,CPUs
amd athlon x4 760k black edition 3.8ghz socket fm2 4mb cache with fan and heatsink retail boxed processor,CPUs
intel pentium dual core g3450 3.40ghz socket 1150 3mb l3 cache inc fan heatsink retail,CPUs
intel pentium g3440 dual core cpu 3.30 ghz 3 mb cache 53 w graphics virtualization technology socket 1150,CPUs
intel pentium g3440 3.3 ghz 2 cores 2 threads 3 mb cache lga1150 socket box,CPUs
intel core i3 4150 3.50ghz socket 1150 3mb l3 cache retail boxed processor,CPUs
intel core i7 4790 3.60ghz socket 1150 8mb l3 cache retail boxed processor bx80646i74790,CPUs
intel core i3 4350 3.60ghz socket 1150 4mb l3 cache retail boxed processor bx80646i34350,CPUs
intel core i5 4690 3.50ghz socket 1150 6mb l3 cache retail boxed processor bx80646i54690,CPUs
intel core i7 4940mx extreme edition processor haswell,CPUs
amd a10 7850k black edition 3.7ghz socket fm2 apu 4mb cache retail boxed processor,CPUs
intel xeon e5 2680v2 processor 2.8 ghz 25 mb l3,CPUs
intel xeon e5 2609v2 processor 2.5 ghz 10 mb l3,CPUs
intel xeon e5 2630v2 2.6 ghz 6 core 12 threads 15 mb cache lga2011 socket box,CPUs
intel ivy bridge 6c e5 2643v2 3.5g 25m 8gt/s qpi,CPUs
intel xeon e5 2630 v2 hexa core 6 core 2.60 ghz processor,CPUs
intel xeon e5 1650v2 3.5ghz lga2011 0 12mb cache tray cpu,CPUs
intel xeon e5 1650 3.5 ghz 6 core 12 threads 15 mb cache speicher lga2011 socket oem cm8063501292204,CPUs
intel xeon e 52650 v2 2.6ghz tra 20 mb cache lga2011,CPUs
intel core i7 4820k ivy bridge e 3.7ghz turbo 3.9ghz lga 2011 130w quad core desktop processor bx80633i74820k,CPUs
intel core i3 4130t 2.90ghz socket 1150 3mb l3 cache retail boxed processor bx80646i34130t,CPUs
intel core i7 4960x ivy bridge e 3.6ghz turbo 4ghz lga 2011 130w six core desktop processor bx80633i74960x,CPUs
intel pentium dual core g3220 3.00ghz socket 1150 3mb cache retail boxed processor,CPUs
intel pentium dual core g3420 3.20ghz socket 1150 3mb cache retail boxed processor inc fan heatsink,CPUs
intel pentium g3420 dual core cpu retail socket 1150 3.20ghz 3mb 54w extended memory 64 technology execute disable bit,CPUs
intel core i3 4130 3.40ghz socket 1150 3mb cache retail boxed processor inc fan heatsink,CPUs
intel core i5 4440 3.10ghz haswell socket 1150 cpu 6mb cache retail boxed processor,CPUs
intel core i5 4440 quad core cpu retail socket 1150 3.10ghz 6mb 84w extended memory 64 technology execute disable bit,CPUs
intel pentium dual core g3430 3.30ghz socket 1150 3mb cache retail boxed processor inc fan heatsink,CPUs
intel xeon e3 1270v3 cpu 3.5ghz 4 core 8 threads 8mb cache lga1150 socket box,CPUs
intel core i7 4900mq 2.80ghz mobile oem processor haswell,CPUs
amd richland a8 6600k 3.90ghz 4.20ghz turbo socket fm2 quad core unlocked fan and heatsink retail processor,CPUs
amd richland a10 6800k 4.10ghz 4.40ghz turbo socket fm2 quad core unlocked fan and heatsink retail processor,CPUs
amd apu a10 6700 65w fm2 richland core quad core 3.7ghz amd hd 8670d retail processor,CPUs
amd apu a8 6500 4.1ghz socket fm2 4mb cache with fan and heatsink retail processor,CPUs
intel core i7 4770 3.40ghz quad core haswell socket 1150 cpu 8mb cache retail boxed processor,CPUs
intel core i5 4670k 3.40ghz quad core haswell socket 1150 cpu 6mb cache retail boxed processor,CPUs
intel core i7 4770k 3.50ghz quad core haswell socket 1150 cpu 8mb cache retail boxed processor,CPUs
intel core i5 4570 3.20ghz quad core haswell socket 1150 cpu 6mb cache retail boxed processor,CPUs
intel core i5 4570 quad core retail cpu socket 1150 3.20ghz 6mb haswell 84w intel graphics bx80646i54570 4th generation intel core turbo boost technology 2.0,CPUs
intel core i5 4670 3.40ghz quad core haswell socket 1150 cpu 6mb cache retail boxed processor,CPUs
intel core i5 4670 quad core retail cpu socket 1150 3.40ghz 6mb haswell 84w graphics bx80646i54670 4th generation core turbo boost technology 2.0,CPUs
intel core i7 4770s 3.10ghz quad core haswell socket 1150 cpu 8mb cache retail boxed processor,CPUs
inte core i5 4570s 2.90ghz quad core haswell socket 1150 cpu 6mb cache retail boxed processor,CPU
intel core i5 4430 3.00ghz quad core haswell socket 1150 cpu 6mb cache retail boxed processor,CPUs
amd 4344 opteron processor 6 core,CPUs
intel pentium g2130 3.2ghz socket 1155 ivy bridge 3mb cache retail boxed dual core processor with fan and heatsink retail 3yr warr,CPUs
intel bx80637g2130 pentium g2130 dual core cpu 3.2ghz processor socket 1155 3mb ivy bridge 55w intel graphics retail enhanced intel speedstep technology,CPUs
intel celeron g1620 2.70ghz socket 1155 2mb processor retail boxed with fan and heatsink retail 3yr warr,CPUs
intel pentium g2020 2.9ghz 55w lga1155 retail boxed dual core processor with fan and heatsink retail 3yr warr bx80637g2020,CPUs
amd a10 6790k 4ghz socket fm2 4mb l2 cache with fan and heatsink retail boxed processor,CPUs
intel core i7 3970x extreme edition 3.50ghz enthusiast unlocked six core socket 2011 15mb cache retail boxed processor heatsink not supplied,CPUs
amd trinity a8 5500 quad core 3.20ghz socket fm2 4mb l2 cache graphics directx 11 apu gpu fan and heatsink retail boxed processor,CPUs
amd trinity a10 5700 quad core 3.40ghz socket fm2 4mb l2 cache graphics directx 11 apu gpu fan and heatsink retail boxed processor,CPUs
amd trinity a4 5300 dual core 3.40ghz socket fm2 1mb l2 cache graphics directx 11 apu gpu fan and heatsink retail boxed processor,CPUs
amd trinity a6 5400k dual core 3.60ghz socket fm2 1mb l2 cache graphics directx 11 apu gpu fan and heatsink retail boxed processor,CPUs
amd trinity a10 5800k quad core 3.80ghz socket fm2 4mb l2 cache graphics directx 11 apu gpu fan and heatsink retail boxed processor,CPUs
amd trinity a8 5600k quad core 3.60ghz socket fm2 4mb l2 cache graphics directx 11 apu gpu fan and heatsink retail boxed processor,CPUs
intel core i5 3450s 2.8ghz 65w quad core socket 1155 ivy bridge 6mb cache retail boxed processor with fan and heatsink retail 3yr warr,CPUs
intel core i5 2600 3.4ghz 8mb cache lga 1155 sandy bridge quad core processor with fan and heatsink retail boxed,CPUs
intel core i3 3220 3.3 ghz 2 kerne 4 threads 3 mb cache speicher lga1155 socket oem cm8063701137502,CPUs
intel core i3 3240 3.40ghz socket 1155 ivy bridge 3mb l3 cache retail boxed dual core processor with fan and heatsink retail 3yr warr,CPUs
intel core i3 3240 processor 3m cache 3.40 ghz 3.4ghz 3mb smart cache box,CPUs
intel core i5 3330 3.00ghz socket 1155 ivy bridge 6mb cache retail boxed processor with fan and heatsink 3yr warr,CPUs
apc smart ups 1500va lcd 230v,CPUs
apc smt1500i smart ups 1500va,CPUs
apc smart ups 1500va lcd 230 v smt1500i,CPUs
smart ups 1500va smt1500i,CPUs
intel core i7 extreme edition 980x 3.33ghz gulftown extreme edition 12mb cache socket lga1366 oem,CPUs
intel core i7 3770 3.4ghz quad core socket 1155 8mb cache oem processor with fan and heatsink,CPUs
intel bx80637i73770 core i7 3770 3.4 ghz 4 cores 8 threads 8 mb cache lga1155 socket b,CPUs
hewlett packard enterprise dl560 gen8 intel xeon e5 4610 2.4ghz/6 core/15mb/95w 2.4ghz 15mb l3 processor,CPUs
hewlett packard enterprise intel xeon e5 2680 2.7ghz 20mb l3 processor,CPUs
intel pentium g640 processor 2.8 ghz box 3 mb smart cache,CPUs
hewlett packard enterprise dl380p gen8 intel xeon e5 2630 fio kit 2.3ghz 15mb l3 processor,CPUs
hewlett packard enterprise dl360p gen8 intel xeon e5 2665 fio kit 2.4ghz 20mb l3 processor,CPUs
hewlett packard enterprise dl360p gen8 intel xeon e5 2603 fio kit 1.8ghz 10mb l3 processor,CPUs
hewlett packard enterprise dl360p gen8 intel xeon e5 2630 fio kit 2.3ghz 15mb l3 processor,CPUs
hewlett packard enterprise 660600 l21 2.5ghz 15mb l3 processor,CPUs
hewlett packard enterprise xeon e5 2620 2ghz 15mb l3 processor,CPUs
hewlett packard enterprise dl360p gen8 intel xeon e5 2620 fio kit 2ghz 15mb l3 processor,CPUs
hp intel xeon e5 2640 hexa core 6 core 2.50 ghz processor upgrade,CPUs
intel core i5 3470 3.20ghz 77w quad core socket 1155 ivy bridge 6mb cache retail boxed processor with fan and heatsink retail 3yr warr,CPUs
intel core i5 3470 processor 3.20ghz 6mb cache socket 1155,CPUs
ibm intel xeon e5 2403 1.8ghz 10mb l3 processor,CPUs
intel core i5 3470s 2.90ghz 65w quad core socket 1155 ivy bridge 6mb cache retail boxed processor with fan and heatsink retail 3yr warr,CPUs
hp amd opteron 6272 processor kit for dl385p gen8 2.1ghz 16 core 64 bit 16mb l3,CPUs
hewlett packard enterprise amd opteron 6238 kit 2.6ghz 16mb l3 processor,CPUs
